date,close,high,low,open,volume,tic,day
2019-02-21,551.9243774414062,556.7491632550892,544.1561082536389,547.0996507231351,23142949,RELIANCE.NS,3
2019-02-21,242.90960693359375,245.62874432464145,242.27513047815094,244.99426786919864,13760702,SBIN.NS,3
2019-02-21,1573.7183837890625,1594.9293398956172,1559.6189598589638,1574.1705946212026,4683919,TCS.NS,3
2019-02-22,275.4664306640625,277.7923424225609,270.37576260091885,271.38511100104313,6199607,BHARTIARTL.NS,4
2019-02-22,483.1003723144531,491.5661256556029,482.5575837539873,489.55648273188757,8890708,HDFCBANK.NS,4
2019-02-22,1562.5557861328125,1566.4874232138377,1547.8892073383188,1555.001615824227,1360163,HINDUNILVR.NS,4
2019-02-22,339.66845703125,341.646376589761,338.9448343878564,339.0413232958317,10997730,ICICIBANK.NS,4
2019-02-22,601.954833984375,604.6167200690821,596.2624829743932,599.9481713993722,3750833,INFY.NS,4
2019-02-22,190.66387939453125,191.81077915623231,189.82977648497558,191.56750740200727,9100951,ITC.NS,4
2019-02-22,1139.2587890625,1141.972730563472,1126.0452415745167,1140.7269851430506,2390188,LT.NS,4
2019-02-22,545.4840698242188,551.2162068932724,542.673314598179,550.9063696321634,19152470,RELIANCE.NS,4
2019-02-22,245.58343505859375,246.4444786313115,242.5470594568093,242.81896213019476,12536918,SBIN.NS,4
2019-02-22,1583.1318359375,1586.7080749987717,1566.2370543741813,1576.1847895915364,2271955,TCS.NS,4
2019-02-25,278.4505920410156,280.86426661565633,273.4915835920363,275.59807294733696,4154758,BHARTIARTL.NS,0
2019-02-25,490.9423828125,491.9933905833809,483.95498855144757,483.95498855144757,8140596,HDFCBANK.NS,0
2019-02-25,1563.9696044921875,1568.9615353039035,1554.1182930030882,1565.6041018769029,1490746,HINDUNILVR.NS,0
2019-02-25,343.0936279296875,344.8785697037393,340.6332932321735,340.6332932321735,10344411,ICICIBANK.NS,0
2019-02-25,618.2946166992188,620.8336260444255,602.4461293646989,602.4461293646989,6547552,INFY.NS,0
2019-02-25,192.33216857910156,192.6449435014942,189.760311902834,190.80294637965605,31204722,ITC.NS,0
2019-02-25,1135.2545166015625,1144.6864015332335,1124.7103785265701,1139.2586279175193,5873730,LT.NS,0
2019-02-25,545.4619140625,550.1981752407047,540.3051890023434,547.0996844102749,17176522,RELIANCE.NS,0
2019-02-25,244.85829162597656,245.99126542367262,242.8189387901236,245.9006219877583,20793897,SBIN.NS,0
2019-02-25,1632.0487060546875,1636.0360099269792,1587.1193553588107,1588.7636126552197,2934880,TCS.NS,0
2019-02-26,276.8707580566406,281.30315931767706,275.0714835225187,277.0901803305611,5562215,BHARTIARTL.NS,1
2019-02-26,487.5353088378906,490.8500126572805,485.3294162488394,487.67392434008633,9607428,HDFCBANK.NS,1
2019-02-26,1565.8248291015625,1577.8849488055444,1556.768711455468,1558.0056661677759,2190515,HINDUNILVR.NS,1
2019-02-26,335.95391845703125,340.2956547581712,334.410184105547,337.69060119977377,18096382,ICICIBANK.NS,1
2019-02-26,608.138671875,616.4109759003225,606.2139432126826,613.1348079710295,8319610,INFY.NS,1
2019-02-26,191.4980010986328,192.54063534528126,190.49012940435628,191.115701140545,12233273,ITC.NS,1
2019-02-26,1126.3565673828125,1134.4982826644532,1114.9226260223998,1124.53253727589,2417931,LT.NS,1
2019-02-26,540.128173828125,546.5685699194651,533.8206242395728,535.369810658872,22160532,RELIANCE.NS,1
2019-02-26,241.41404724121094,243.09085388899103,238.60426686661876,241.82190118656845,15274303,SBIN.NS,1
2019-02-26,1676.0733642578125,1681.3761533968068,1621.4429645506893,1631.1029746069553,6453309,TCS.NS,1
2019-02-27,280.99591064453125,285.47217799133165,275.9052431725083,279.9426660241199,4527145,BHARTIARTL.NS,2
2019-02-27,483.2851867675781,490.7229974575083,482.3381123445569,488.79427932354696,7030092,HDFCBANK.NS,2
2019-02-27,1534.2388916015625,1571.7886485224185,1527.2149213889372,1571.7886485224185,1491740,HINDUNILVR.NS,2
2019-02-27,333.3971252441406,342.22534675572655,331.226256894266,338.65546258044037,17325417,ICICIBANK.NS,2
2019-02-27,602.2005615234375,611.3328987735545,600.1529567579719,610.1862201087534,5936354,INFY.NS,2
2019-02-27,191.2199859619141,193.8613454107847,190.38588288677218,191.8455797903978,13634026,ITC.NS,2
2019-02-27,1143.129150390625,1152.2941589633554,1128.2694931007989,1130.5385327685362,3555914,LT.NS,2
2019-02-27,541.5667114257812,551.039174906928,535.1484763797688,543.5807423314526,24308835,RELIANCE.NS,2
2019-02-27,242.59237670898438,247.1696080645482,241.5953541006093,242.90961494717146,20571652,SBIN.NS,2
2019-02-27,1692.0230712890625,1705.875818747141,1662.3441464497298,1677.142462293496,4732082,TCS.NS,2
2019-02-28,279.1527404785156,286.9642973302879,277.3095698195449,285.16499328895463,7687680,BHARTIARTL.NS,3
2019-02-28,479.8896179199219,486.4265962357533,478.8847965422854,483.48149624553633,11645376,HDFCBANK.NS,3
2019-02-28,1530.8372802734375,1552.0418479638959,1526.3754426811001,1545.2828704421606,1895136,HINDUNILVR.NS,3
2019-02-28,337.8353271484375,339.3790615332523,332.86645694092977,336.1951332880528,18347113,ICICIBANK.NS,3
2019-02-28,601.4224243164062,608.0566933381883,599.7843406058943,605.0262284756717,8559921,INFY.NS,3
2019-02-28,191.88031005859375,192.74917564314623,190.62914449801826,192.74917564314623,44873000,ITC.NS,3
2019-02-28,1150.4700927734375,1159.3681177258395,1132.9855606367423,1150.514626345587,9321535,LT.NS,3
2019-02-28,544.9085693359375,548.8037843138575,542.9166993834878,546.103714945572,24688859,RELIANCE.NS,3
2019-02-28,243.8612823486328,245.44744575124366,242.59235715864304,242.6376927093001,31636468,SBIN.NS,3
2019-02-28,1630.65087890625,1702.916100943261,1625.8414468229485,1693.584861348382,8454295,TCS.NS,3
2019-03-01,270.024658203125,278.9333265608502,265.1534128246715,278.9333265608502,29577827,BHARTIARTL.NS,4
2019-03-01,481.22937011718744,485.2831685953916,479.76257224258273,481.89921345261826,9352928,HDFCBANK.NS,4
2019-03-01,1532.6041259765625,1545.2826671699652,1529.4234628117918,1532.913337644305,761115,HINDUNILVR.NS,4
2019-03-01,341.7911376953125,342.51476042861236,338.31774268661616,339.6684992332524,14190221,ICICIBANK.NS,4
2019-03-01,607.6472778320312,608.8758408280602,602.4053890528321,602.4053890528321,3998826,INFY.NS,4
2019-03-01,193.37477111816406,193.93083981002815,192.01933991330654,192.15834607152152,9170950,ITC.NS,4
2019-03-01,1164.3511962890625,1167.3764381319377,1154.2963838018097,1157.0103250873938,2831577,LT.NS,4
2019-03-01,542.6953735351562,549.9103912857396,541.0133999644827,547.5422609049652,17329606,RELIANCE.NS,4
2019-03-01,247.3961639404297,248.89168378750608,244.81297820793822,245.2208321695995,20024726,SBIN.NS,4
2019-03-01,1640.4754638671875,1648.3678785257866,1628.1023880275236,1640.1877389224856,4148548,TCS.NS,4
2019-03-05,270.2002258300781,271.38510011315066,266.46998789761903,270.33188513262684,11396759,BHARTIARTL.NS,1
2019-03-05,486.71539306640625,487.6393461213329,478.14570592451446,482.511361551595,11837276,HDFCBANK.NS,1
2019-03-05,1523.724609375,1537.1542313112723,1517.4516140836838,1537.1542313112723,1406843,HINDUNILVR.NS,1
2019-03-05,350.4745788574219,351.34292017013934,340.3920912392135,342.5147295096621,17638277,ICICIBANK.NS,1
2019-03-05,599.9481811523438,608.1386000076659,598.1053369098963,606.5005162366015,4826505,INFY.NS,1
2019-03-05,196.3984375,197.40630928660718,191.88031863478585,194.6259436976697,14103324,ITC.NS,1
2019-03-05,1161.9041748046875,1165.9972446756046,1136.3223523383663,1158.5228817791415,3948051,LT.NS,1
2019-03-05,547.8300170898438,548.7816896146917,539.3977517583712,541.5224091283327,15577500,RELIANCE.NS,1
2019-03-05,250.56846618652344,251.83739115603973,245.80997680547,246.26316627033225,21533972,SBIN.NS,1
2019-03-05,1634.473876953125,1650.012127824768,1625.0193978948366,1648.3678705972395,2449622,TCS.NS,1
2019-03-06,271.5606384277344,274.9397945777443,270.5951567506084,272.9210682673712,7093395,BHARTIARTL.NS,2
2019-03-06,486.0570373535156,487.4545275800774,482.89250952721676,487.3852198246016,8458044,HDFCBANK.NS,2
2019-03-06,1501.8135986328125,1528.495970703126,1500.1789935386014,1525.0502067710229,2193045,HINDUNILVR.NS,2
2019-03-06,358.8686218261719,359.73696315883336,352.4042473993806,352.4042473993806,31436190,ICICIBANK.NS,2
2019-03-06,599.9481811523438,602.8967119441199,595.4434507819166,602.8967119441199,6076668,INFY.NS,2
2019-03-06,198.6227569580078,201.0208228264657,197.92765997437377,198.1014287129059,20817638,ITC.NS,2
2019-03-06,1171.8699951171875,1181.2574557616074,1166.0862783607245,1166.0862783607245,2776738,LT.NS,2
2019-03-06,559.8475952148438,563.5214978834231,546.70128895691,548.7816838409304,26332276,RELIANCE.NS,2
