date,close,high,low,open,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2024-11-05,3507.50927734375,3517.517228243139,3475.228431577917,3489.0631139839893,1251506,LT.NS,1,-13.510989275623615,3613.2202184752405,3261.642183868509,50.26553133572056,12.027554083270768,5.9476346068059485,3481.285677083333,3524.919384765625
2024-11-05,1294.1240234375,1298.337634786513,1275.1379622128013,1281.9292880644173,16267479,RELIANCE.NS,1,-29.725047300102915,1375.524621629652,1293.349597120348,35.814326266749404,-115.22766939826174,57.99913304130316,1369.1642781575522,1420.7114481608073
2024-11-05,817.7442016601562,819.8627216790217,795.6442968785319,799.1109232553587,26254561,SBIN.NS,1,8.206412740026508,812.3882793206049,745.1438251715826,57.48161145062911,222.09629890637794,24.823911802794647,773.5123087565104,773.4545247395833
2024-11-05,3718.9052734375,3732.623932770423,3690.578160049064,3690.578160049064,967590,TCS.NS,1,-69.29173501954347,3958.365817430543,3677.7969267100825,38.642120947252344,-125.21388471616602,44.49959902620528,3875.460245768229,4013.776542154948
2024-11-06,1165.50390625,1182.5393957578722,1160.4581697425565,1170.799429278286,10353506,AXISBANK.NS,2,-7.72159404390527,1200.8455850585624,1134.69340419925,47.93051397286642,-36.85999748938469,20.020986095361078,1181.516914876302,1185.6542053222656
2024-11-06,851.83154296875,859.7177486791857,847.0270119492034,859.7177486791857,27787910,HDFCBANK.NS,2,7.8408520404996125,865.1352426733171,801.0793325219955,56.808080487169335,82.35853045491416,26.02108686128245,830.6552815755208,816.9874755859375
2024-11-06,2430.65087890625,2451.4515690636567,2425.1105935476853,2444.7447080070283,1219166,HINDUNILVR.NS,2,-78.65829914538563,2744.4697879019864,2322.185656433951,37.919777869668415,-94.55587414668405,42.625561663737976,2615.956502278646,2672.6682657877604
2024-11-06,1292.3779296875,1304.9310933295442,1282.8017951557133,1290.2940335374446,12037405,ICICIBANK.NS,2,11.513242888806872,1317.9121422471683,1200.272354823144,56.493349773770234,83.62974497547269,20.992547006325356,1260.0705322265626,1242.247216796875
2024-11-06,1733.762451171875,1737.089845338444,1675.723259696614,1677.0066599508025,10421494,INFY.NS,2,-27.298948323882996,1870.8834854994313,1640.1336897935373,49.33533688137787,-86.96549172181005,16.077994517487596,1769.715018717448,1779.2325052897136
2024-11-06,426.9841613769531,429.91298645719,424.2328800557218,426.18541135723177,11749720,ITC.NS,2,-4.362436753921656,443.1978245916778,420.62192028136906,45.690974040806374,-81.33851542868169,33.3593928808776,439.512934366862,444.65683390299483
2024-11-06,3576.829345703125,3591.007296323164,3490.436718522003,3526.347869437788,1819732,LT.NS,2,-2.7244982794700263,3631.4384635104348,3258.9608528958156,52.985148076596424,60.89210288194046,4.86351443448116,3476.505712890625,3526.1213256835936
2024-11-06,1314.0023193359375,1316.9271340293028,1289.0676296160968,1298.7837703539942,21625209,RELIANCE.NS,2,-28.250010411740504,1371.7609156849749,1292.2304661509625,39.13019580609099,-89.7258175782966,39.8214363283683,1363.7435913085938,1418.5578063964845
2024-11-06,823.13671875,829.492278606691,814.8553011245552,817.7441759391488,15002433,SBIN.NS,2,10.42229805612908,820.1010045868348,742.9584741729308,58.3356250204157,241.0358767295541,30.798287326275275,775.3274841308594,774.1318054199219
2024-11-06,3876.5068359375,3886.0115444872176,3722.55726041852,3749.1052415175327,3792017,TCS.NS,2,-56.34604111484168,3936.766579246431,3689.7555398941945,48.23702259922318,-35.56815128247221,3.0901405915553726,3871.675333658854,4013.0618977864583
2024-11-07,1158.9095458984375,1171.8984447514144,1150.0671276109715,1167.6020678828468,6252889,AXISBANK.NS,3,-7.793582176558402,1199.017545311922,1134.088521582609,47.207501173841194,-59.16172653444275,24.588759186006445,1177.913330078125,1185.6592020670573
2024-11-07,847.609375,854.5977188117542,843.4599940256105,846.5174388742477,18895456,HDFCBANK.NS,3,7.7486550300687895,865.2571565092318,805.0412626802214,55.79944312458805,69.26887908805729,20.918986356907354,830.1287251790365,818.1469492594401
2024-11-07,2406.15673828125,2439.5930367343426,2397.0201443149404,2430.650792943567,1322446,HINDUNILVR.NS,3,-78.1479029366933,2732.6481383853707,2309.949078411504,36.654941242045055,-98.34209179229128,47.1837024067069,2601.715852864583,2668.871541341146
2024-11-07,1268.908935546875,1292.824498565034,1265.4854006783698,1287.2177364325323,9909035,ICICIBANK.NS,3,10.071537307811013,1318.583426260676,1203.0941128018237,53.21339899867648,43.28538200212761,10.055791311826818,1258.5770548502603,1244.0723002115885
2024-11-07,1714.1309814453125,1735.6638830746192,1698.8724555004114,1723.542661022224,4550965,INFY.NS,3,-25.749587779759395,1865.460261337975,1636.587590224525,47.638589813093176,-79.62493943163152,16.07799451748759,1767.4678304036458,1779.641864013672
2024-11-07,424.1441040039063,428.4041978270868,422.5465758522064,427.5610618759079,9267980,ITC.NS,3,-4.5879538484840054,442.84129451726733,419.7226123430843,44.49361354422218,-90.80771793995652,35.70937333720024,438.3399332682292,444.47785186767584
2024-11-07,3577.90869140625,3594.0489945648405,3551.8584112270605,3578.693680400606,1581009,LT.NS,3,5.843606269667816,3648.022960123657,3260.6458387044677,53.02652210241444,88.15884246642084,5.291099528652546,3471.688134765625,3527.6707682291667
